branchName, type_Run2
HLT_Ele24_eta2p1_WPTight_Gsf_MediumChargedIsoPFTauHPS30_eta2p1_TightID_CrossL1, Bool_t
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTauHPS30_eta2p1_CrossL1, Bool_t
HLT_Ele24_eta2p1_WPTight_Gsf_TightChargedIsoPFTauHPS30_eta2p1_TightID_CrossL1, Bool_t
HLT_Ele250_CaloIdVT_GsfTrkIdT, Bool_t
HLT_Ele27_Ele37_CaloIdL_MW, Bool_t
HLT_Ele27_WPTight_Gsf, Bool_t
HLT_Ele28_HighEta_SC20_Mass55, Bool_t
HLT_Ele28_WPTight_Gsf, Bool_t
HLT_Ele28_eta2p1_WPTight_Gsf_HT150, Bool_t
HLT_Ele300_CaloIdVT_GsfTrkIdT, Bool_t
HLT_Ele30_WPTight_Gsf, Bool_t
HLT_Ele30_eta2p1_WPTight_Gsf_CentralPFJet35_EleCleaned, Bool_t
HLT_Ele32_WPTight_Gsf, Bool_t
HLT_Ele32_WPTight_Gsf_L1DoubleEG, Bool_t
HLT_Ele35_WPTight_Gsf, Bool_t
HLT_Ele35_WPTight_Gsf_L1EGMT, Bool_t
HLT_Ele38_WPTight_Gsf, Bool_t
HLT_Ele40_WPTight_Gsf, Bool_t
HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet165, Bool_t
HLT_Ele50_IsoVVVL_PFHT450, Bool_t
HLT_Ele8_CaloIdL_TrackIdL_IsoVL_PFJet30, Bool_t
HLT_Ele8_CaloIdM_TrackIdM_PFJet30, Bool_t
HLT_HT300_Beamspot, Bool_t
HLT_HT400_DisplacedDijet40_DisplacedTrack, Bool_t
HLT_HT425, Bool_t
HLT_HT430_DisplacedDijet40_DisplacedTrack, Bool_t
HLT_HT430_DisplacedDijet60_DisplacedTrack, Bool_t
HLT_HT450_Beamspot, Bool_t
HLT_HT500_DisplacedDijet40_DisplacedTrack, Bool_t
HLT_HT550_DisplacedDijet60_Inclusive, Bool_t
HLT_HT650_DisplacedDijet60_Inclusive, Bool_t
HLT_HcalCalibration, Bool_t
HLT_HcalIsolatedbunch, Bool_t
HLT_HcalNZS, Bool_t
HLT_HcalPhiSym, Bool_t
HLT_IsoMu20, Bool_t
HLT_IsoMu20_eta2p1_LooseChargedIsoPFTauHPS27_eta2p1_CrossL1, Bool_t
HLT_IsoMu20_eta2p1_LooseChargedIsoPFTauHPS27_eta2p1_TightID_CrossL1, Bool_t
HLT_IsoMu20_eta2p1_MediumChargedIsoPFTauHPS27_eta2p1_CrossL1, Bool_t
HLT_IsoMu20_eta2p1_MediumChargedIsoPFTauHPS27_eta2p1_TightID_CrossL1, Bool_t
HLT_IsoMu20_eta2p1_TightChargedIsoPFTauHPS27_eta2p1_CrossL1, Bool_t
HLT_IsoMu20_eta2p1_TightChargedIsoPFTauHPS27_eta2p1_TightID_CrossL1, Bool_t
HLT_IsoMu24, Bool_t
HLT_IsoMu24_TwoProngs35, Bool_t
HLT_IsoMu24_eta2p1, Bool_t
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr, Bool_t
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTauHPS35_Trk1_TightID_eta2p1_Reg_CrossL1, Bool_t
HLT_IsoMu24_eta2p1_MediumChargedIsoPFTauHPS35_Trk1_eta2p1_Reg_CrossL1, Bool_t
HLT_IsoMu24_eta2p1_TightChargedIsoPFTauHPS35_Trk1_TightID_eta2p1_Reg_CrossL1, Bool_t
HLT_IsoMu24_eta2p1_TightChargedIsoPFTauHPS35_Trk1_eta2p1_Reg_CrossL1, Bool_t
HLT_IsoMu27, Bool_t
HLT_IsoMu27_LooseChargedIsoPFTauHPS20_Trk1_eta2p1_SingleL1, Bool_t
HLT_IsoMu27_MET90, Bool_t
HLT_IsoMu27_MediumChargedIsoPFTauHPS20_Trk1_eta2p1_SingleL1, Bool_t
HLT_IsoMu27_TightChargedIsoPFTauHPS20_Trk1_eta2p1_SingleL1, Bool_t
HLT_IsoMu30, Bool_t
HLT_IsoTrackHB, Bool_t
HLT_IsoTrackHE, Bool_t
HLT_L1ETMHadSeeds, Bool_t
HLT_L1NotBptxOR, Bool_t
HLT_L1SingleMu18, Bool_t
HLT_L1SingleMu25, Bool_t
HLT_L1UnpairedBunchBptxMinus, Bool_t
HLT_L1UnpairedBunchBptxPlus, Bool_t
HLT_L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142, Bool_t
HLT_L2Mu10, Bool_t
HLT_L2Mu10_NoVertex_NoBPTX, Bool_t
HLT_L2Mu10_NoVertex_NoBPTX3BX, Bool_t
HLT_L2Mu23NoVtx_2Cha, Bool_t
HLT_L2Mu23NoVtx_2Cha_CosmicSeed, Bool_t
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX, Bool_t
HLT_L2Mu45_NoVertex_3Sta_NoBPTX3BX, Bool_t
HLT_L2Mu50, Bool_t
HLT_MET105_IsoTrk50, Bool_t
HLT_MET120_IsoTrk50, Bool_t
HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1, Bool_t
HLT_MediumChargedIsoPFTau180HighPtRelaxedIso_Trk50_eta2p1_1pr, Bool_t
HLT_MediumChargedIsoPFTau200HighPtRelaxedIso_Trk50_eta2p1, Bool_t
HLT_MediumChargedIsoPFTau220HighPtRelaxedIso_Trk50_eta2p1, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET100, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET110, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET120, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET130, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET140, Bool_t
HLT_MediumChargedIsoPFTau50_Trk30_eta2p1_1pr_MET90, Bool_t
HLT_MonoCentralPFJet80_PFMETNoMu110_PFMHTNoMu110_IDTight, Bool_t
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight, Bool_t
HLT_MonoCentralPFJet80_PFMETNoMu130_PFMHTNoMu130_IDTight, Bool_t
HLT_MonoCentralPFJet80_PFMETNoMu140_PFMHTNoMu140_IDTight, Bool_t
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60, Bool_t
HLT_Mu12, Bool_t
HLT_Mu12_DoublePFJets100_CaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePFJets200_CaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePFJets350_CaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoubleCaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePFJets40_CaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoubleCaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePFJets62MaxDeta1p6_DoubleCaloBTagDeepCSV_p71, Bool_t
HLT_Mu12_DoublePhoton20, Bool_t
HLT_Mu12_IP6_part0, Bool_t
HLT_Mu12_IP6_part1, Bool_t
HLT_Mu12_IP6_part2, Bool_t
HLT_Mu12_IP6_part3, Bool_t
HLT_Mu12_IP6_part4, Bool_t
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL, Bool_t
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ, Bool_t
HLT_Mu15, Bool_t
HLT_Mu15_IsoVVVL_PFHT450, Bool_t
HLT_Mu15_IsoVVVL_PFHT450_CaloBTagDeepCSV_4p5, Bool_t
HLT_Mu15_IsoVVVL_PFHT450_PFMET50, Bool_t
HLT_Mu15_IsoVVVL_PFHT600, Bool_t
HLT_Mu17, Bool_t
HLT_Mu17_Photon30_IsoCaloId, Bool_t
HLT_Mu17_TrkIsoVVL, Bool_t
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL, Bool_t
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ, Bool_t
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass3p8, Bool_t
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ_Mass8, Bool_t
HLT_Mu18_Mu9, Bool_t
HLT_Mu18_Mu9_DZ, Bool_t
HLT_Mu18_Mu9_SameSign, Bool_t
HLT_Mu18_Mu9_SameSign_DZ, Bool_t
HLT_Mu19, Bool_t
HLT_Mu19_TrkIsoVVL, Bool_t
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL, Bool_t
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ, Bool_t
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass3p8, Bool_t
HLT_Mu19_TrkIsoVVL_Mu9_TrkIsoVVL_DZ_Mass8, Bool_t
HLT_Mu20, Bool_t
HLT_Mu20_Mu10, Bool_t
HLT_Mu20_Mu10_DZ, Bool_t
HLT_Mu20_Mu10_SameSign, Bool_t
HLT_Mu20_Mu10_SameSign_DZ, Bool_t
HLT_Mu20_TkMu0_Phi, Bool_t
HLT_Mu23_Mu12, Bool_t
HLT_Mu23_Mu12_DZ, Bool_t
HLT_Mu23_Mu12_SameSign, Bool_t
HLT_Mu23_Mu12_SameSign_DZ, Bool_t
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL, Bool_t
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_DZ, Bool_t
HLT_Mu25_TkMu0_Onia, Bool_t
HLT_Mu25_TkMu0_Phi, Bool_t
HLT_Mu27, Bool_t
HLT_Mu27_Ele37_CaloIdL_MW, Bool_t
HLT_Mu30_TkMu0_Psi, Bool_t
HLT_Mu30_TkMu0_Upsilon, Bool_t
HLT_Mu37_Ele27_CaloIdL_MW, Bool_t
HLT_Mu37_TkMu27, Bool_t
HLT_Mu38NoFiltersNoVtxDisplaced_Photon38_CaloIdL, Bool_t
HLT_Mu3_L1SingleMu5orSingleMu7, Bool_t
HLT_Mu3_PFJet40, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMET100_PFMHT100_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMET70_PFMHT70_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMET80_PFMHT80_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMET90_PFMHT90_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu100_PFMHTNoMu100_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu70_PFMHTNoMu70_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu80_PFMHTNoMu80_IDTight, Bool_t
HLT_Mu3er1p5_PFJet100er2p5_PFMETNoMu90_PFMHTNoMu90_IDTight, Bool_t
HLT_Mu43NoFiltersNoVtxDisplaced_Photon43_CaloIdL, Bool_t
HLT_Mu43NoFiltersNoVtx_Photon43_CaloIdL, Bool_t
HLT_Mu48NoFiltersNoVtx_Photon48_CaloIdL, Bool_t
HLT_Mu4_TrkIsoVVL_DiPFJet90_40_DEta3p5_MJJ750_HTT300_PFMETNoMu60, Bool_t
HLT_Mu50, Bool_t
HLT_Mu50_IsoVVVL_PFHT450, Bool_t
HLT_Mu55, Bool_t
HLT_Mu7_IP4_part0, Bool_t
HLT_Mu7_IP4_part1, Bool_t
HLT_Mu7_IP4_part2, Bool_t
HLT_Mu7_IP4_part3, Bool_t
HLT_Mu7_IP4_part4, Bool_t
HLT_Mu7p5_L2Mu2_Jpsi, Bool_t
HLT_Mu7p5_L2Mu2_Upsilon, Bool_t
HLT_Mu7p5_Track2_Jpsi, Bool_t
HLT_Mu7p5_Track2_Upsilon, Bool_t
HLT_Mu7p5_Track3p5_Jpsi, Bool_t
HLT_Mu7p5_Track3p5_Upsilon, Bool_t
HLT_Mu7p5_Track7_Jpsi, Bool_t
HLT_Mu7p5_Track7_Upsilon, Bool_t
HLT_Mu8, Bool_t
HLT_Mu8_DiEle12_CaloIdL_TrackIdL, Bool_t
HLT_Mu8_DiEle12_CaloIdL_TrackIdL_DZ, Bool_t
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350, Bool_t
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT350_DZ, Bool_t
HLT_Mu8_IP3_part0, Bool_t
HLT_Mu8_IP3_part1, Bool_t
HLT_Mu8_IP3_part2, Bool_t
HLT_Mu8_IP3_part3, Bool_t
HLT_Mu8_IP3_part4, Bool_t
HLT_Mu8_IP5_part0, Bool_t
HLT_Mu8_IP5_part1, Bool_t
HLT_Mu8_IP5_part2, Bool_t
HLT_Mu8_IP5_part3, Bool_t
HLT_Mu8_IP5_part4, Bool_t
HLT_Mu8_IP6_part0, Bool_t
HLT_Mu8_IP6_part1, Bool_t
HLT_Mu8_IP6_part2, Bool_t
HLT_Mu8_IP6_part3, Bool_t
HLT_Mu8_IP6_part4, Bool_t
HLT_Mu8_TrkIsoVVL, Bool_t
HLT_Mu8_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT300_PFMETNoMu60, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_CaloDiJet30_CaloBtagDeepCSV_1p5, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepCSV_1p5, Bool_t
HLT_Mu9_IP4_part0, Bool_t
HLT_Mu9_IP4_part1, Bool_t
HLT_Mu9_IP4_part2, Bool_t
HLT_Mu9_IP4_part3, Bool_t
HLT_Mu9_IP4_part4, Bool_t
HLT_Mu9_IP5_part0, Bool_t
HLT_Mu9_IP5_part1, Bool_t
HLT_Mu9_IP5_part2, Bool_t
HLT_Mu9_IP5_part3, Bool_t
HLT_Mu9_IP5_part4, Bool_t
HLT_Mu9_IP6_part0, Bool_t
HLT_Mu9_IP6_part1, Bool_t
HLT_Mu9_IP6_part2, Bool_t
HLT_Mu9_IP6_part3, Bool_t
HLT_Mu9_IP6_part4, Bool_t
HLT_OldMu100, Bool_t
HLT_PFHT1050, Bool_t
HLT_PFHT180, Bool_t
HLT_PFHT250, Bool_t
HLT_PFHT330PT30_QuadPFJet_75_60_45_40, Bool_t
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepCSV_4p5, Bool_t
HLT_PFHT350, Bool_t
HLT_PFHT350MinPFJet15, Bool_t
HLT_PFHT370, Bool_t
HLT_PFHT400_SixPFJet32, Bool_t
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepCSV_2p94, Bool_t
HLT_PFHT430, Bool_t
HLT_PFHT450_SixPFJet36, Bool_t
HLT_PFHT450_SixPFJet36_PFBTagDeepCSV_1p59, Bool_t
HLT_PFHT500_PFMET100_PFMHT100_IDTight, Bool_t
HLT_PFHT500_PFMET110_PFMHT110_IDTight, Bool_t
HLT_PFHT510, Bool_t
HLT_PFHT590, Bool_t
HLT_PFHT680, Bool_t
HLT_PFHT700_PFMET85_PFMHT85_IDTight, Bool_t
HLT_PFHT700_PFMET95_PFMHT95_IDTight, Bool_t
HLT_PFHT780, Bool_t
HLT_PFHT800_PFMET75_PFMHT75_IDTight, Bool_t
HLT_PFHT800_PFMET85_PFMHT85_IDTight, Bool_t
HLT_PFHT890, Bool_t
HLT_PFJet140, Bool_t
HLT_PFJet15, Bool_t
HLT_PFJet200, Bool_t
HLT_PFJet25, Bool_t
HLT_PFJet260, Bool_t
HLT_PFJet320, Bool_t
HLT_PFJet40, Bool_t
HLT_PFJet400, Bool_t
HLT_PFJet450, Bool_t
HLT_PFJet500, Bool_t
HLT_PFJet550, Bool_t
HLT_PFJet60, Bool_t
HLT_PFJet80, Bool_t
HLT_PFJetFwd140, Bool_t
HLT_PFJetFwd15, Bool_t
HLT_PFJetFwd200, Bool_t
HLT_PFJetFwd25, Bool_t
HLT_PFJetFwd260, Bool_t
HLT_PFJetFwd320, Bool_t
HLT_PFJetFwd40, Bool_t
HLT_PFJetFwd400, Bool_t
HLT_PFJetFwd450, Bool_t
HLT_PFJetFwd500, Bool_t
HLT_PFJetFwd60, Bool_t
HLT_PFJetFwd80, Bool_t
HLT_PFMET100_PFMHT100_IDTight_CaloBTagDeepCSV_3p1, Bool_t
HLT_PFMET100_PFMHT100_IDTight_PFHT60, Bool_t
HLT_PFMET110_PFMHT110_IDTight, Bool_t
HLT_PFMET110_PFMHT110_IDTight_CaloBTagDeepCSV_3p1, Bool_t
HLT_PFMET120_PFMHT120_IDTight, Bool_t
HLT_PFMET120_PFMHT120_IDTight_CaloBTagDeepCSV_3p1, Bool_t
HLT_PFMET120_PFMHT120_IDTight_PFHT60, Bool_t
HLT_PFMET130_PFMHT130_IDTight, Bool_t
HLT_PFMET130_PFMHT130_IDTight_CaloBTagDeepCSV_3p1, Bool_t
HLT_PFMET140_PFMHT140_IDTight, Bool_t
HLT_PFMET140_PFMHT140_IDTight_CaloBTagDeepCSV_3p1, Bool_t
HLT_PFMET200_HBHECleaned, Bool_t
HLT_PFMET200_HBHE_BeamHaloCleaned, Bool_t
HLT_PFMET200_NotCleaned, Bool_t
HLT_PFMET250_HBHECleaned, Bool_t
HLT_PFMET300_HBHECleaned, Bool_t
HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_PFHT60, Bool_t
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight, Bool_t
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight, Bool_t
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_PFHT60, Bool_t
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight, Bool_t
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight, Bool_t
HLT_PFMETTypeOne100_PFMHT100_IDTight_PFHT60, Bool_t
HLT_PFMETTypeOne110_PFMHT110_IDTight, Bool_t
HLT_PFMETTypeOne120_PFMHT120_IDTight, Bool_t
HLT_PFMETTypeOne120_PFMHT120_IDTight_PFHT60, Bool_t
HLT_PFMETTypeOne130_PFMHT130_IDTight, Bool_t
HLT_PFMETTypeOne140_PFMHT140_IDTight, Bool_t
HLT_PFMETTypeOne200_HBHE_BeamHaloCleaned, Bool_t
HLT_Photon100EBHE10, Bool_t
HLT_Photon100EB_TightID_TightIso, Bool_t
HLT_Photon100EEHE10, Bool_t
HLT_Photon100EE_TightID_TightIso, Bool_t
HLT_Photon110EB_TightID_TightIso, Bool_t
HLT_Photon120, Bool_t
HLT_Photon120EB_TightID_TightIso, Bool_t
HLT_Photon120_R9Id90_HE10_IsoM, Bool_t
HLT_Photon150, Bool_t
HLT_Photon165_R9Id90_HE10_IsoM, Bool_t
HLT_Photon175, Bool_t
HLT_Photon20, Bool_t
HLT_Photon200, Bool_t
HLT_Photon20_HoverELoose, Bool_t
HLT_Photon300_NoHE, Bool_t
HLT_Photon30_HoverELoose, Bool_t
HLT_Photon33, Bool_t
HLT_Photon35_TwoProngs35, Bool_t
HLT_Photon50, Bool_t
HLT_Photon50_R9Id90_HE10_IsoM, Bool_t
HLT_Photon50_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3_PFMET50, Bool_t
HLT_Photon60_R9Id90_CaloIdL_IsoL, Bool_t
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL, Bool_t
HLT_Photon60_R9Id90_CaloIdL_IsoL_DisplacedIdL_PFHT350MinPFJet15, Bool_t
HLT_Photon75, Bool_t
HLT_Photon75_R9Id90_HE10_IsoM, Bool_t
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ300_PFJetsMJJ400DEta3, Bool_t
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_CaloMJJ400_PFJetsMJJ600DEta3, Bool_t
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ300DEta3, Bool_t
HLT_Photon75_R9Id90_HE10_IsoM_EBOnly_PFJetsMJJ600DEta3, Bool_t
HLT_Photon90, Bool_t
HLT_Photon90_CaloIdL_PFHT700, Bool_t
HLT_Photon90_R9Id90_HE10_IsoM, Bool_t
HLT_Physics, Bool_t
HLT_Physics_part0, Bool_t
HLT_Physics_part1, Bool_t
HLT_Physics_part2, Bool_t
HLT_Physics_part3, Bool_t
HLT_Physics_part4, Bool_t
HLT_Physics_part5, Bool_t
HLT_Physics_part6, Bool_t
HLT_Physics_part7, Bool_t
HLT_QuadPFJet103_88_75_15, Bool_t
HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1, Bool_t
HLT_QuadPFJet103_88_75_15_PFBTagDeepCSV_1p3_VBF2, Bool_t
HLT_QuadPFJet105_88_76_15, Bool_t
HLT_QuadPFJet105_88_76_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1, Bool_t
HLT_QuadPFJet105_88_76_15_PFBTagDeepCSV_1p3_VBF2, Bool_t
HLT_QuadPFJet111_90_80_15, Bool_t
HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1, Bool_t
HLT_QuadPFJet111_90_80_15_PFBTagDeepCSV_1p3_VBF2, Bool_t
HLT_QuadPFJet98_83_71_15, Bool_t
HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1, Bool_t
HLT_QuadPFJet98_83_71_15_PFBTagDeepCSV_1p3_VBF2, Bool_t
HLT_Random, Bool_t
HLT_Rsq0p35, Bool_t
HLT_Rsq0p40, Bool_t
HLT_RsqMR300_Rsq0p09_MR200, Bool_t
HLT_RsqMR300_Rsq0p09_MR200_4jet, Bool_t
HLT_RsqMR320_Rsq0p09_MR200, Bool_t
HLT_RsqMR320_Rsq0p09_MR200_4jet, Bool_t
HLT_SingleJet30_Mu12_SinglePFJet40, Bool_t
HLT_SinglePhoton10_Eta3p1ForPPRef, Bool_t
HLT_SinglePhoton20_Eta3p1ForPPRef, Bool_t
HLT_SinglePhoton30_Eta3p1ForPPRef, Bool_t
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15, Bool_t
HLT_Tau3Mu_Mu7_Mu1_TkMu1_IsoTau15_Charge1, Bool_t
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15, Bool_t
HLT_Tau3Mu_Mu7_Mu1_TkMu1_Tau15_Charge1, Bool_t
HLT_TkMu100, Bool_t
HLT_Trimuon5_3p5_2_Upsilon_Muon, Bool_t
HLT_TrimuonOpen_5_3p5_2_Upsilon_Muon, Bool_t
HLT_TripleJet110_35_35_Mjj650_PFMET110, Bool_t
HLT_TripleJet110_35_35_Mjj650_PFMET120, Bool_t
HLT_TripleJet110_35_35_Mjj650_PFMET130, Bool_t
HLT_TripleMu_10_5_5_DZ, Bool_t
HLT_TripleMu_12_10_5, Bool_t
HLT_TripleMu_5_3_3_Mass3p8_DCA, Bool_t
HLT_TripleMu_5_3_3_Mass3p8_DZ, Bool_t
HLT_TriplePhoton_20_20_20_CaloIdLV2, Bool_t
HLT_TriplePhoton_20_20_20_CaloIdLV2_R9IdVL, Bool_t
HLT_TriplePhoton_30_30_10_CaloIdLV2, Bool_t
HLT_TriplePhoton_30_30_10_CaloIdLV2_R9IdVL, Bool_t
HLT_TriplePhoton_35_35_5_CaloIdLV2_R9IdVL, Bool_t
HLT_TrkMu12_DoubleTrkMu5NoFiltersNoVtx, Bool_t
HLT_TrkMu16NoFiltersNoVtx, Bool_t
HLT_TrkMu16_DoubleTrkMu6NoFiltersNoVtx, Bool_t
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx, Bool_t
HLT_TrkMu6NoFiltersNoVtx, Bool_t
HLT_UncorrectedJetE30_NoBPTX, Bool_t
HLT_UncorrectedJetE30_NoBPTX3BX, Bool_t
HLT_UncorrectedJetE60_NoBPTX3BX, Bool_t
HLT_UncorrectedJetE70_NoBPTX3BX, Bool_t
HLT_VBF_DoubleLooseChargedIsoPFTauHPS20_Trk1_eta2p1, Bool_t
HLT_VBF_DoubleMediumChargedIsoPFTauHPS20_Trk1_eta2p1, Bool_t
HLT_VBF_DoubleTightChargedIsoPFTauHPS20_Trk1_eta2p1, Bool_t
HLT_ZeroBias, Bool_t
HLT_ZeroBias_Alignment, Bool_t
HLT_ZeroBias_Beamspot, Bool_t
HLT_ZeroBias_FirstBXAfterTrain, Bool_t
HLT_ZeroBias_FirstCollisionAfterAbortGap, Bool_t
HLT_ZeroBias_FirstCollisionInTrain, Bool_t
HLT_ZeroBias_IsolatedBunches, Bool_t
HLT_ZeroBias_LastCollisionInTrain, Bool_t
HLT_ZeroBias_part0, Bool_t
HLT_ZeroBias_part1, Bool_t
HLT_ZeroBias_part2, Bool_t
HLT_ZeroBias_part3, Bool_t
HLT_ZeroBias_part4, Bool_t
HLT_ZeroBias_part5, Bool_t
HLT_ZeroBias_part6, Bool_t
HLT_ZeroBias_part7, Bool_t
HLTriggerFinalPath, Bool_t
HLTriggerFirstPath, Bool_t
HTXS_Higgs_pt, Float_t
HTXS_Higgs_y, Float_t
HTXS_njets25, UChar_t
HTXS_njets30, UChar_t
HTXS_stage1_1_cat_pTjet25GeV, Int_t
HTXS_stage1_1_cat_pTjet30GeV, Int_t
HTXS_stage1_1_fine_cat_pTjet25GeV, Int_t
HTXS_stage1_1_fine_cat_pTjet30GeV, Int_t
HTXS_stage1_2_cat_pTjet25GeV, Int_t
HTXS_stage1_2_cat_pTjet30GeV, Int_t
HTXS_stage1_2_fine_cat_pTjet25GeV, Int_t
HTXS_stage1_2_fine_cat_pTjet30GeV, Int_t
HTXS_stage_0, Int_t
HTXS_stage_1_pTjet25, Int_t
HTXS_stage_1_pTjet30, Int_t
IsoTrack_charge, ROOT::VecOps::RVec<Int_t>
IsoTrack_dxy, ROOT::VecOps::RVec<Float_t>
IsoTrack_dz, ROOT::VecOps::RVec<Float_t>
IsoTrack_eta, ROOT::VecOps::RVec<Float_t>
IsoTrack_fromPV, ROOT::VecOps::RVec<Int_t>
IsoTrack_isFromLostTrack, ROOT::VecOps::RVec<Bool_t>
IsoTrack_isHighPurityTrack, ROOT::VecOps::RVec<Bool_t>
IsoTrack_isPFcand, ROOT::VecOps::RVec<Bool_t>
IsoTrack_miniPFRelIso_all, ROOT::VecOps::RVec<Float_t>
IsoTrack_miniPFRelIso_chg, ROOT::VecOps::RVec<Float_t>
IsoTrack_pdgId, ROOT::VecOps::RVec<Int_t>
IsoTrack_pfRelIso03_all, ROOT::VecOps::RVec<Float_t>
IsoTrack_pfRelIso03_chg, ROOT::VecOps::RVec<Float_t>
IsoTrack_phi, ROOT::VecOps::RVec<Float_t>
IsoTrack_pt, ROOT::VecOps::RVec<Float_t>
Jet_area, ROOT::VecOps::RVec<Float_t>
Jet_bRegCorr, ROOT::VecOps::RVec<Float_t>
Jet_bRegRes, ROOT::VecOps::RVec<Float_t>
Jet_btagCSVV2, ROOT::VecOps::RVec<Float_t>
