branchName, type_Run2, type_Run3
TrigObj_filterBits, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
TrigObj_id, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<UShort_t>
TrigObj_l1charge, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
TrigObj_l1iso, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
TrigObj_l1pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
TrigObj_l1pt_2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
TrigObj_l2pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
TrigObj_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
TrigObj_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_charge, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
boostedTau_chargedIso, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_decayMode, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Int_t>
boostedTau_eta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_genPartFlav, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
boostedTau_genPartIdx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
boostedTau_idAntiEle2018, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
boostedTau_idAntiMu, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
boostedTau_idMVAnewDM2017v2, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
boostedTau_idMVAoldDM2017v2, ROOT::VecOps::RVec<UChar_t>, ROOT::VecOps::RVec<UChar_t>
boostedTau_idMVAoldDMdR032017v2, ROOT::VecOps::RVec<UChar_t>, NOT AVAILABLE
boostedTau_jetIdx, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
boostedTau_leadTkDeltaEta, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_leadTkDeltaPhi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_leadTkPtOverTauPt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_mass, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_neutralIso, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_phi, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_photonsOutsideSignalCone, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_pt, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_puCorr, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_rawAntiEle2018, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_rawAntiEleCat2018, ROOT::VecOps::RVec<Int_t>, ROOT::VecOps::RVec<Short_t>
boostedTau_rawIso, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_rawIsodR03, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_rawMVAnewDM2017v2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_rawMVAoldDM2017v2, ROOT::VecOps::RVec<Float_t>, ROOT::VecOps::RVec<Float_t>
boostedTau_rawMVAoldDMdR032017v2, ROOT::VecOps::RVec<Float_t>, NOT AVAILABLE
btagWeight_CSVV2, Float_t, NOT AVAILABLE
btagWeight_DeepCSVB, Float_t, NOT AVAILABLE
event, ULong64_t, ULong64_t
fixedGridRhoFastjetAll, Float_t, NOT AVAILABLE
fixedGridRhoFastjetCentral, Float_t, NOT AVAILABLE
fixedGridRhoFastjetCentralCalo, Float_t, NOT AVAILABLE
fixedGridRhoFastjetCentralChargedPileUp, Float_t, NOT AVAILABLE
fixedGridRhoFastjetCentralNeutral, Float_t, NOT AVAILABLE
genTtbarId, Int_t, Int_t
genWeight, Float_t, Float_t
luminosityBlock, UInt_t, UInt_t
nCorrT1METJet, UInt_t, Int_t
nElectron, UInt_t, Int_t
nFatJet, UInt_t, Int_t
nFsrPhoton, UInt_t, Int_t
nGenDressedLepton, UInt_t, Int_t
nGenIsolatedPhoton, UInt_t, Int_t
nGenJet, UInt_t, Int_t
nGenJetAK8, UInt_t, Int_t
nGenPart, UInt_t, Int_t
nGenVisTau, UInt_t, Int_t
nIsoTrack, UInt_t, Int_t
nJet, UInt_t, Int_t
nLHEPart, UInt_t, Int_t
nLHEPdfWeight, UInt_t, Int_t
nLHEReweightingWeight, UInt_t, Int_t
nLHEScaleWeight, UInt_t, Int_t
nLowPtElectron, UInt_t, Int_t
nMuon, UInt_t, Int_t
nOtherPV, UInt_t, Int_t
nPSWeight, UInt_t, Int_t
nPhoton, UInt_t, Int_t
nSV, UInt_t, Int_t
nSoftActivityJet, UInt_t, Int_t
nSubGenJetAK8, UInt_t, Int_t
nSubJet, UInt_t, Int_t
nTau, UInt_t, Int_t
nTrigObj, UInt_t, Int_t
nboostedTau, UInt_t, Int_t
run, UInt_t, UInt_t
BeamSpot_sigmaZ, NOT AVAILABLE, Float_t
BeamSpot_sigmaZError, NOT AVAILABLE, Float_t
BeamSpot_type, NOT AVAILABLE, Char_t
BeamSpot_z, NOT AVAILABLE, Float_t
BeamSpot_zError, NOT AVAILABLE, Float_t
Electron_fsrPhotonIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
Electron_mvaHZZIso, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Electron_mvaIso, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Electron_mvaIso_WP80, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
Electron_mvaIso_WP90, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
Electron_mvaNoIso, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
Electron_mvaNoIso_WP80, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
Electron_mvaNoIso_WP90, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
Electron_seediEtaOriX, NOT AVAILABLE, ROOT::VecOps::RVec<Char_t>
Electron_seediPhiOriY, NOT AVAILABLE, ROOT::VecOps::RVec<Int_t>
Electron_svIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
FatJet_particleNetWithMass_H4qvsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNetWithMass_HbbvsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNetWithMass_HccvsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNetWithMass_QCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNetWithMass_TvsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNetWithMass_WvsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNetWithMass_ZvsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_QCD0HF, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_QCD1HF, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_QCD2HF, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XbbVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XccVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XggVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XqqVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XteVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XtmVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_XttVsQCD, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FatJet_particleNet_massCorr, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
FsrPhoton_electronIdx, NOT AVAILABLE, ROOT::VecOps::RVec<Short_t>
GenProton_isPU, NOT AVAILABLE, ROOT::VecOps::RVec<Bool_t>
GenProton_px, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
GenProton_py, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
GenProton_pz, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
GenProton_vz, NOT AVAILABLE, ROOT::VecOps::RVec<Float_t>
HLT_AK8DiPFJet250_250_MassSD30, NOT AVAILABLE, Bool_t
HLT_AK8DiPFJet250_250_MassSD50, NOT AVAILABLE, Bool_t
HLT_AK8DiPFJet260_260_MassSD30, NOT AVAILABLE, Bool_t
HLT_AK8DiPFJet270_270_MassSD30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet230_SoftDropMass40, NOT AVAILABLE, Bool_t
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetBB0p35, NOT AVAILABLE, Bool_t
HLT_AK8PFJet230_SoftDropMass40_PFAK8ParticleNetTauTau0p30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetBB0p35, NOT AVAILABLE, Bool_t
HLT_AK8PFJet250_SoftDropMass40_PFAK8ParticleNetTauTau0p30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetBB0p35, NOT AVAILABLE, Bool_t
HLT_AK8PFJet275_SoftDropMass40_PFAK8ParticleNetTauTau0p30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet400_MassSD30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet400_SoftDropMass40, NOT AVAILABLE, Bool_t
HLT_AK8PFJet420_MassSD30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet425_SoftDropMass40, NOT AVAILABLE, Bool_t
HLT_AK8PFJet450_MassSD30, NOT AVAILABLE, Bool_t
HLT_AK8PFJet450_SoftDropMass40, NOT AVAILABLE, Bool_t
HLT_CDC_L2cosmic_10_er1p0, NOT AVAILABLE, Bool_t
HLT_CaloMET300_NotCleaned, NOT AVAILABLE, Bool_t
HLT_CaloMET350_NotCleaned, NOT AVAILABLE, Bool_t
HLT_CaloMET60_DTCluster50, NOT AVAILABLE, Bool_t
HLT_CaloMET60_DTClusterNoMB1S50, NOT AVAILABLE, Bool_t
HLT_CascadeMu100, NOT AVAILABLE, Bool_t
HLT_CscCluster_Loose, NOT AVAILABLE, Bool_t
HLT_CscCluster_Medium, NOT AVAILABLE, Bool_t
HLT_CscCluster_Tight, NOT AVAILABLE, Bool_t
HLT_DiPFJet15_FBEta3_NoCaloMatched, NOT AVAILABLE, Bool_t
HLT_DiPFJet15_NoCaloMatched, NOT AVAILABLE, Bool_t
HLT_DiPFJet25_FBEta3_NoCaloMatched, NOT AVAILABLE, Bool_t
HLT_DiPFJet25_NoCaloMatched, NOT AVAILABLE, Bool_t
HLT_DiPFJetAve15_HFJEC, NOT AVAILABLE, Bool_t
HLT_DiPFJetAve25_HFJEC, NOT AVAILABLE, Bool_t
HLT_DiPFJetAve35_HFJEC, NOT AVAILABLE, Bool_t
HLT_DiPhoton10Time1ns, NOT AVAILABLE, Bool_t
HLT_DiPhoton10Time1p2ns, NOT AVAILABLE, Bool_t
HLT_DiPhoton10Time1p4ns, NOT AVAILABLE, Bool_t
HLT_DiPhoton10Time1p6ns, NOT AVAILABLE, Bool_t
HLT_DiPhoton10Time1p8ns, NOT AVAILABLE, Bool_t
HLT_DiPhoton10Time2ns, NOT AVAILABLE, Bool_t
HLT_DiPhoton10_CaloIdL, NOT AVAILABLE, Bool_t
HLT_DiPhoton10sminlt0p1, NOT AVAILABLE, Bool_t
HLT_DiPhoton10sminlt0p12, NOT AVAILABLE, Bool_t
HLT_DiPhoton10sminlt0p14, NOT AVAILABLE, Bool_t
HLT_DiPhoton10sminlt0p16, NOT AVAILABLE, Bool_t
HLT_Dimuon10_Upsilon_y1p4, NOT AVAILABLE, Bool_t
HLT_Dimuon14_PsiPrime, NOT AVAILABLE, Bool_t
HLT_Dimuon14_PsiPrime_noCorrL1, NOT AVAILABLE, Bool_t
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT, NOT AVAILABLE, Bool_t
HLT_Diphoton20_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT, NOT AVAILABLE, Bool_t
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HET_AND_IsoTCaloIdT, NOT AVAILABLE, Bool_t
HLT_Diphoton22_14_eta1p5_R9IdL_AND_HE_AND_IsoTCaloIdT, NOT AVAILABLE, Bool_t
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_Mass55, NOT AVAILABLE, Bool_t
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId, NOT AVAILABLE, Bool_t
HLT_Diphoton30_18_R9IdL_AND_HE_AND_IsoCaloId_Mass55, NOT AVAILABLE, Bool_t
HLT_DoubleEle10_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle4_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle4p5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle5p5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle6_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle6p5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle7_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle7p5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle8_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle8p5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle9_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleEle9p5_eta1p22_mMax6, NOT AVAILABLE, Bool_t
HLT_DoubleL2Mu10NoVtx_2Cha_VetoL3Mu0DxyMax1cm, NOT AVAILABLE, Bool_t
HLT_DoubleL2Mu12NoVtx_2Cha_VetoL3Mu0DxyMax1cm, NOT AVAILABLE, Bool_t
HLT_DoubleL2Mu14NoVtx_2Cha_VetoL3Mu0DxyMax1cm, NOT AVAILABLE, Bool_t
HLT_DoubleL3Mu16_10NoVtx_DxyMin0p01cm, NOT AVAILABLE, Bool_t
HLT_DoubleL3Mu18_10NoVtx_DxyMin0p01cm, NOT AVAILABLE, Bool_t
HLT_DoubleL3Mu20_10NoVtx_DxyMin0p01cm, NOT AVAILABLE, Bool_t
HLT_DoubleL3dTksMu16_10NoVtx_DxyMin0p01cm, NOT AVAILABLE, Bool_t
HLT_DoubleMediumChargedIsoDisplacedPFTauHPS32_Trk1_eta2p1, NOT AVAILABLE, Bool_t
HLT_DoubleMediumChargedIsoPFTauHPS40_Trk1_eta2p1, NOT AVAILABLE, Bool_t
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60, NOT AVAILABLE, Bool_t
HLT_DoubleMediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75, NOT AVAILABLE, Bool_t
HLT_DoubleMediumDeepTauPFTauHPS35_L2NN_eta2p1, NOT AVAILABLE, Bool_t
HLT_DoubleMu4_3_Displaced_Photon4_BsToMMG, NOT AVAILABLE, Bool_t
HLT_DoubleMu4_3_LowMass, NOT AVAILABLE, Bool_t
HLT_DoubleMu4_3_Photon4_BsToMMG, NOT AVAILABLE, Bool_t
HLT_DoubleMu4_JpsiTrk_Bc, NOT AVAILABLE, Bool_t
HLT_DoubleMu4_LowMass_Displaced, NOT AVAILABLE, Bool_t
HLT_DoubleMu4_MuMuTrk_Displaced, NOT AVAILABLE, Bool_t
HLT_DoublePFJets100_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets100_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets116MaxDeta1p6_DoublePFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets128MaxDeta1p6_DoublePFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets200_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets200_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets350_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets350_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets40_Mass500_MediumDeepTauPFTauHPS45_L2NN_MediumDeepTauPFTauHPS20_eta2p1, NOT AVAILABLE, Bool_t
HLT_DoublePFJets40_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_DoublePFJets40_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_DoubleTightChargedIsoPFTauHPS35_Trk1_eta2p1, NOT AVAILABLE, Bool_t
HLT_Ele24_eta2p1_WPTight_Gsf_LooseDeepTauPFTauHPS30_eta2p1_CrossL1, NOT AVAILABLE, Bool_t
HLT_EphemeralPhysics, NOT AVAILABLE, Bool_t
HLT_EphemeralZeroBias, NOT AVAILABLE, Bool_t
HLT_ExpressMuons, NOT AVAILABLE, Bool_t
HLT_HT170_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay0p5nsTrackless, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DelayedJet40_DoubleDelay1nsInclusive, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DelayedJet40_SingleDelay1nsTrackless, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DelayedJet40_SingleDelay2nsInclusive, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DisplacedDijet30_Inclusive1PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DisplacedDijet35_Inclusive1PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DisplacedDijet40_Inclusive1PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_HT200_L1SingleLLPJet_DisplacedDijet60_DisplacedTrack, NOT AVAILABLE, Bool_t
HLT_HT270_L1SingleLLPJet_DisplacedDijet40_DisplacedTrack, NOT AVAILABLE, Bool_t
HLT_HT320_L1SingleLLPJet_DisplacedDijet60_Inclusive, NOT AVAILABLE, Bool_t
HLT_HT420_L1SingleLLPJet_DisplacedDijet60_Inclusive, NOT AVAILABLE, Bool_t
HLT_HT430_DelayedJet40_DoubleDelay0p5nsTrackless, NOT AVAILABLE, Bool_t
HLT_HT430_DelayedJet40_DoubleDelay1nsInclusive, NOT AVAILABLE, Bool_t
HLT_HT430_DelayedJet40_SingleDelay1nsTrackless, NOT AVAILABLE, Bool_t
HLT_HT430_DelayedJet40_SingleDelay2nsInclusive, NOT AVAILABLE, Bool_t
HLT_HT430_DisplacedDijet30_Inclusive1PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_HT430_DisplacedDijet35_Inclusive1PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_HT430_DisplacedDijet40_Inclusive1PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_HighPtTkMu100, NOT AVAILABLE, Bool_t
HLT_IsoMu20_eta2p1_LooseDeepTauPFTauHPS27_eta2p1_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS180_eta2p1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_LooseDeepTauPFTauHPS30_eta2p1_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS20_eta2p1_SingleL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet60_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS30_L2NN_eta2p1_PFJet75_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS35_L2NN_eta2p1_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu24_eta2p1_MediumDeepTauPFTauHPS45_L2NN_eta2p1_CrossL1, NOT AVAILABLE, Bool_t
HLT_IsoMu27_LooseChargedIsoPFTau20_Trk1_eta2p1_SingleL1, NOT AVAILABLE, Bool_t
HLT_L1CSCShower_DTCluster50, NOT AVAILABLE, Bool_t
HLT_L1CSCShower_DTCluster75, NOT AVAILABLE, Bool_t
HLT_L1MET_DTCluster50, NOT AVAILABLE, Bool_t
HLT_L1MET_DTClusterNoMB1S50, NOT AVAILABLE, Bool_t
HLT_L1Mu6HT240, NOT AVAILABLE, Bool_t
HLT_L1SingleMuCosmics, NOT AVAILABLE, Bool_t
HLT_L2Mu10NoVtx_2Cha, NOT AVAILABLE, Bool_t
HLT_L2Mu10NoVtx_2Cha_VetoL3Mu0DxyMax1cm, NOT AVAILABLE, Bool_t
HLT_L3Mu10NoVtx, NOT AVAILABLE, Bool_t
HLT_L3Mu10NoVtx_DxyMin0p01cm, NOT AVAILABLE, Bool_t
HLT_L3dTksMu10_NoVtx_DxyMin0p01cm, NOT AVAILABLE, Bool_t
HLT_LooseDeepTauPFTauHPS180_L2NN_eta2p1, NOT AVAILABLE, Bool_t
HLT_Mu0_L1DoubleMu, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets100_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets100_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets200_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets200_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets350_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets350_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets40MaxDeta1p6_DoublePFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets40_PFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets40_PFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepCSV_p71, NOT AVAILABLE, Bool_t
HLT_Mu12_DoublePFJets54MaxDeta1p6_DoublePFBTagDeepJet_p71, NOT AVAILABLE, Bool_t
HLT_Mu12eta2p3, NOT AVAILABLE, Bool_t
HLT_Mu12eta2p3_PFJet40, NOT AVAILABLE, Bool_t
HLT_Mu20NoFiltersNoVtxDisplaced_Photon20_CaloCustomId, NOT AVAILABLE, Bool_t
HLT_Mu4_L1DoubleMu, NOT AVAILABLE, Bool_t
HLT_Mu6HT240_DisplacedDijet30_Inclusive0PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_Mu6HT240_DisplacedDijet30_Inclusive1PtrkShortSig5_DisplacedLoose, NOT AVAILABLE, Bool_t
HLT_Mu6HT240_DisplacedDijet35_Inclusive0PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_Mu6HT240_DisplacedDijet35_Inclusive1PtrkShortSig5_DisplacedLoose, NOT AVAILABLE, Bool_t
HLT_Mu6HT240_DisplacedDijet40_Inclusive0PtrkShortSig5, NOT AVAILABLE, Bool_t
HLT_Mu6HT240_DisplacedDijet40_Inclusive1PtrkShortSig5_DisplacedLoose, NOT AVAILABLE, Bool_t
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_PFDiJet30_PFBtagDeepJet_1p5, NOT AVAILABLE, Bool_t
HLT_Mu9_IP0_part0, NOT AVAILABLE, Bool_t
HLT_Mu9_IP3_part0, NOT AVAILABLE, Bool_t
HLT_OnlineMonitorGroup, NOT AVAILABLE, Bool_t
HLT_PFHT330PT30_QuadPFJet_75_60_45_40_TriplePFBTagDeepJet_4p5, NOT AVAILABLE, Bool_t
HLT_PFHT400_FivePFJet_100_100_60_30_30, NOT AVAILABLE, Bool_t
HLT_PFHT400_FivePFJet_100_100_60_30_30_DoublePFBTagDeepCSV_4p5, NOT AVAILABLE, Bool_t
HLT_PFHT400_FivePFJet_100_100_60_30_30_DoublePFBTagDeepJet_4p5, NOT AVAILABLE, Bool_t
HLT_PFHT400_FivePFJet_120_120_60_30_30_DoublePFBTagDeepCSV_4p5, NOT AVAILABLE, Bool_t
HLT_PFHT400_FivePFJet_120_120_60_30_30_DoublePFBTagDeepJet_4p5, NOT AVAILABLE, Bool_t
HLT_PFHT400_SixPFJet32_DoublePFBTagDeepJet_2p94, NOT AVAILABLE, Bool_t
HLT_PFHT450_SixPFJet36_PFBTagDeepJet_1p59, NOT AVAILABLE, Bool_t
HLT_PFMET105_IsoTrk50, NOT AVAILABLE, Bool_t
HLT_PFMET105_PFJet100_looseRecoiling, NOT AVAILABLE, Bool_t
HLT_PFMET110_PFJet100, NOT AVAILABLE, Bool_t
HLT_PFMET110_PFJet100_looseRecoiling, NOT AVAILABLE, Bool_t
HLT_PFMET200_BeamHaloCleaned, NOT AVAILABLE, Bool_t
HLT_PFMET250_NotCleaned, NOT AVAILABLE, Bool_t
HLT_PFMET300_NotCleaned, NOT AVAILABLE, Bool_t
HLT_PFMETNoMu110_PFMHTNoMu110_IDTight_FilterHF, NOT AVAILABLE, Bool_t
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_FilterHF, NOT AVAILABLE, Bool_t
HLT_PFMETNoMu130_PFMHTNoMu130_IDTight_FilterHF, NOT AVAILABLE, Bool_t
HLT_PFMETNoMu140_PFMHTNoMu140_IDTight_FilterHF, NOT AVAILABLE, Bool_t
HLT_PFMETTypeOne200_BeamHaloCleaned, NOT AVAILABLE, Bool_t
HLT_PPSMaxTracksPerArm1, NOT AVAILABLE, Bool_t
HLT_PPSMaxTracksPerRP4, NOT AVAILABLE, Bool_t
HLT_Photon30EB_TightID_TightIso, NOT AVAILABLE, Bool_t
HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepJet_1p3_7p7_VBF1, NOT AVAILABLE, Bool_t
